index	vritti
3.1.119	कृत्यः, क्यप्, कृतः
3.1.120	कृत्यः, क्यप्, कृतः
3.1.121	कृत्यः, क्यप्, कृतः
3.1.122	कृत्यः, क्यप्, कृतः
3.1.123	कृत्यः, क्यप्, कृतः
3.1.124	कृत्यः, ण्यत्, कृतः
3.1.125	कृत्यः, ण्यत्, कृतः
3.1.126	कृत्यः, ण्यत्, कृतः
3.1.127	कृत्यः, ण्यत्, कृतः
3.1.128	कृत्यः, ण्यत्, कृतः
3.1.129	कृत्यः, ण्यत्, कृतः
3.1.130	कृत्यः, ण्यत्, कृतः
3.1.131	कृत्यः, ण्यत्, कृतः
3.1.132	कृत्यः, ण्यत्, कृतः
3.1.133	ण्वुल्-तृचौ, कृतः
3.1.134	ल्यु-णिनि-अच्, कृतः
3.1.135	क, कृतः
3.1.136	क, कृतः
3.1.137	श, कृतः
3.1.138	श, कृतः
3.1.139	श, कृतः
3.1.140	ण, कृतः
3.1.141	ण, कृतः
3.1.142	ण, कृतः
3.1.143	ण, कृतः
3.1.144	क, कृतः
3.1.145	ष्वुन्, कृतः
3.1.146	थकन्, कृतः
3.1.147	ण्युट्, कृतः
3.1.148	वुन्, कृतः
3.1.149	वुन्, कृतः
3.1.150	अण्, कृतः
3.2.1	अण्, कृतः
3.2.2	कर्मणि उपपदे कृत्, क, कृतः
3.2.3	कर्मणि उपपदे कृत्, क, कृतः
3.2.4	कर्मणि उपपदे कृत्, क, कृतः
3.2.5	कर्मणि उपपदे कृत्, क, कृतः
3.2.6	कर्मणि उपपदे कृत्, क, कृतः
3.2.7	कर्मणि उपपदे कृत्, क, कृतः
3.2.8	कर्मणि उपपदे कृत्, ट, कृतः
3.2.9	कर्मणि उपपदे कृत्, अच्, कृतः
3.2.10	कर्मणि उपपदे कृत्, अच्, कृतः
3.2.11	कर्मणि उपपदे कृत्, अच्, कृतः
3.2.12	कर्मणि उपपदे कृत्, अच्, कृतः
3.2.13	कर्मणि उपपदे कृत्, अच्, कृतः
3.2.14	कर्मणि उपपदे कृत्, अच्, कृतः
3.2.15	कर्मणि उपपदे कृत्, अच्, कृतः
3.2.16	कर्मणि उपपदे कृत्, ट, कृतः
3.2.17	कर्मणि उपपदे कृत्, ट, कृतः
3.2.18	कर्मणि उपपदे कृत्, ट, कृतः
3.2.19	कर्मणि उपपदे कृत्, ट, कृतः
3.2.20	कर्मणि उपपदे कृत्, ट, कृतः
3.2.21	कर्मणि उपपदे कृत्, ट, कृतः
3.2.22	कर्मणि उपपदे कृत्, ट, कृतः
3.2.23	कर्मणि उपपदे कृत्, ट, कृतः
3.2.24	कर्मणि उपपदे कृत्, इन्, कृतः
3.2.25	कर्मणि उपपदे कृत्, इन्, कृतः
3.2.26	कर्मणि उपपदे कृत्, इन्, कृतः
3.2.27	कर्मणि उपपदे कृत्, इन्, कृतः
3.2.28	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.29	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.30	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.31	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.32	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.33	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.34	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.35	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.36	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.37	कर्मणि उपपदे कृत्, खश्, कृतः
3.2.38	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.39	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.40	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.41	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.42	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.43	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.44	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.45	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.46	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.47	कर्मणि उपपदे कृत्, खच्, कृतः
3.2.48	कर्मणि उपपदे कृत्, ड, कृतः
3.2.49	कर्मणि उपपदे कृत्, ड, कृतः
3.2.50	कर्मणि उपपदे कृत्, ड, कृतः
3.2.51	कर्मणि उपपदे कृत्, णिनि, कृतः
3.2.52	कर्मणि उपपदे कृत्, टक्, कृतः
3.2.53	कर्मणि उपपदे कृत्, टक्, कृतः
3.2.54	कर्मणि उपपदे कृत्, टक्, कृतः
3.2.55	कर्मणि उपपदे कृत्, टक्, कृतः
3.2.56	कर्मणि उपपदे कृत्, खुन्, कृतः
3.2.57	खिष्णुच्-खुकञ्, कृतः
3.2.58	क्विन्, कृतः
3.2.59	क्विन्, कृतः
3.2.60	कञ्, कृतः
3.2.61	क्विप्, कृतः
3.2.62	ण्वि, कृतः
3.2.63	ण्वि, कृतः
3.2.64	ण्वि, कृतः
3.2.65	ञ्युट्, कृतः
3.2.66	ञ्युट्, कृतः
3.2.67	विट्, कृतः
3.2.68	विट्, कृतः
3.2.69	विट्, कृतः
3.2.70	कप्, कृतः
3.2.71	ण्विन्, कृतः
3.2.72	ण्विन्, कृतः
3.2.73	विच्, कृतः
3.2.74	मनिन्-क्वनिप्-वनिप्-विच्, कृतः
3.2.75	मनिन्-क्वनिप्-वनिप्-विच्, कृतः
3.2.76	क्विप्, कृतः
3.2.77	क, कृतः
3.2.78	णिनिः, कृतः
3.2.79	णिनिः, कृतः
3.2.80	णिनिः, कृतः
3.2.81	णिनिः, कृतः
3.2.82	णिनिः, कृतः
3.2.83	खश्, कृतः
3.2.84	भूते, कृतः
3.2.85	णिनिः, भूते, कृतः
3.2.86	णिनिः, भूते, कृतः
3.2.87	क्विप्, भूते, कृतः
3.2.88	क्विप्, भूते, कृतः
3.2.89	क्विप्, भूते, कृतः
3.2.90	क्विप्, भूते, कृतः
3.2.91	क्विप्, भूते, कृतः
3.2.92	क्विप्, भूते, कृतः
3.2.93	इनि, भूते, कृतः
3.2.94	क्वनिप्, भूते, कृतः
3.2.95	क्वनिप्, भूते, कृतः
3.2.96	क्वनिप्, भूते, कृतः
3.2.97	ड, भूते, कृतः
3.2.98	ड, भूते, कृतः
3.2.99	ड, भूते, कृतः
3.2.100	ड, भूते, कृतः
3.2.101	ड, भूते, कृतः
3.2.102	क्त-क्तवतु, भूते, कृतः
3.2.103	ङ्वनिप्, भूते, कृतः
3.2.104	अतृन्, भूते, कृतः
3.2.105	लिट्, भूते, कृतः
3.2.106	कानच्, भूते, कृतः
3.2.107	क्वसु, भूते, कृतः
3.2.108	क्वसु, भूते, कृतः
3.2.109	क्वसु, भूते, कृतः
3.2.110	लुङ्, भूते, कृतः
3.2.111	लङ्, भूते, कृतः
3.2.112	लृट्, भूते, कृतः
3.2.113	लृट्, भूते, कृतः
3.2.114	लृट्, भूते, कृतः
3.2.115	लिट्, भूते, कृतः
3.2.116	लङ्, भूते, कृतः
3.2.117	लङ्, भूते, कृतः
3.2.118	लट्, भूते, कृतः
3.2.119	लट्, भूते, कृतः
3.2.120	लट्, भूते, कृतः
3.2.121	लट्, भूते, कृतः
3.2.122	लुङ्, भूते, कृतः
3.2.123	वर्तमाने, कृतः
3.2.124	शतृ-शानच्, वर्तमाने, कृतः
3.2.125	शतृ-शानच्, वर्तमाने, कृतः
3.2.126	शतृ-शानच्, वर्तमाने, कृतः
3.2.127	सत्, वर्तमाने, कृतः
3.2.128	शानन्, वर्तमाने, कृतः
3.2.129	चानश्, वर्तमाने, कृतः
3.2.130	शतृ, वर्तमाने, कृतः
3.2.131	शतृ, वर्तमाने, कृतः
3.2.132	शतृ, वर्तमाने, कृतः
3.2.133	शतृ, वर्तमाने, कृतः
3.2.134	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.135	तृन्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.136	इष्णुच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.137	इष्णुच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.138	इष्णुच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.139	ग्स्नु, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.140	क्नु, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.141	घिनुण्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.142	घिनुण्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.143	घिनुण्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.144	घिनुण्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.145	घिनुण्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.146	वुञ्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.147	वुञ्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.148	युच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.149	युच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.150	युच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.151	युच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.152	युच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.153	युच्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.154	उकञ्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.155	षाकन्, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.156	इनि, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.157	इनि, वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.158	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.159	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.160	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.161	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.162	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.163	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.164	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.165	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.166	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.167	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.168	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.169	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.170	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.171	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.172	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.173	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.174	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.175	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.176	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.177	वर्तमाने ताच्छील्य-अर्थ-अधिकारः, कृतः
3.2.178	वर्तमाने, कृतः
3.2.179	वर्तमाने, कृतः
3.2.180	वर्तमाने, कृतः
3.2.181	वर्तमाने, कृतः
3.2.182	वर्तमाने, कृतः
3.2.183	वर्तमाने, कृतः
3.2.184	वर्तमाने, कृतः
3.2.185	वर्तमाने, कृतः
3.2.186	वर्तमाने, कृतः
3.2.187	वर्तमाने, कृतः
3.2.188	वर्तमाने, कृतः
3.3.1	वर्तमाने, कृतः
3.3.2	भूते वर्तमाने, कृतः
3.3.3	भविष्यति, कृतः
3.3.4	भविष्यति, कृतः
3.3.5	भविष्यति, कृतः
3.3.6	भविष्यति, कृतः
3.3.7	भविष्यति, कृतः
3.3.8	भविष्यति, कृतः
3.3.9	भविष्यति, कृतः
3.3.10	भविष्यति, कृतः
3.3.11	भविष्यति, कृतः
3.3.12	भविष्यति, कृतः
3.3.13	भविष्यति, कृतः
3.3.14	भविष्यति, कृतः
3.3.15	भविष्यति, कृतः
3.3.16	कृतः
3.3.17	कृतः
3.3.18	भावे अकर्तरि, कृतः
3.3.19	भावे अकर्तरि, कृतः
3.3.20	भावे अकर्तरि, कृतः
3.3.21	भावे अकर्तरि, कृतः
3.3.22	भावे अकर्तरि, कृतः
3.3.23	भावे अकर्तरि, कृतः
3.3.24	भावे अकर्तरि, कृतः
3.3.25	भावे अकर्तरि, कृतः
3.3.26	भावे अकर्तरि, कृतः
3.3.27	भावे अकर्तरि, कृतः
3.3.28	भावे अकर्तरि, कृतः
3.3.29	भावे अकर्तरि, कृतः
3.3.30	भावे अकर्तरि, कृतः
3.3.31	भावे अकर्तरि, कृतः
3.3.32	भावे अकर्तरि, कृतः
3.3.33	भावे अकर्तरि, कृतः
3.3.34	भावे अकर्तरि, कृतः
3.3.35	भावे अकर्तरि, कृतः
3.3.36	भावे अकर्तरि, कृतः
3.3.37	भावे अकर्तरि, कृतः
3.3.38	भावे अकर्तरि, कृतः
3.3.39	भावे अकर्तरि, कृतः
3.3.40	भावे अकर्तरि, कृतः
3.3.41	भावे अकर्तरि, कृतः
3.3.42	भावे अकर्तरि, कृतः
3.3.43	भावे अकर्तरि, कृतः
3.3.44	भावे अकर्तरि, कृतः
3.3.45	भावे अकर्तरि, कृतः
3.3.46	भावे अकर्तरि, कृतः
3.3.47	भावे अकर्तरि, कृतः
3.3.48	भावे अकर्तरि, कृतः
3.3.49	भावे अकर्तरि, कृतः
3.3.50	भावे अकर्तरि, कृतः
3.3.51	भावे अकर्तरि, कृतः
3.3.52	भावे अकर्तरि, कृतः
3.3.53	भावे अकर्तरि, कृतः
3.3.54	भावे अकर्तरि, कृतः
3.3.55	भावे अकर्तरि, कृतः
3.3.56	भावे अकर्तरि, कृतः
3.3.57	भावे अकर्तरि, कृतः
3.3.58	भावे अकर्तरि, कृतः
3.3.59	भावे अकर्तरि, कृतः
3.3.60	भावे अकर्तरि, कृतः
3.3.61	भावे अकर्तरि, कृतः
3.3.62	भावे अकर्तरि, कृतः
3.3.63	भावे अकर्तरि, कृतः
3.3.64	भावे अकर्तरि, कृतः
3.3.65	भावे अकर्तरि, कृतः
3.3.66	भावे अकर्तरि, कृतः
3.3.67	भावे अकर्तरि, कृतः
3.3.68	भावे अकर्तरि, कृतः
3.3.69	भावे अकर्तरि, कृतः
3.3.70	भावे अकर्तरि, कृतः
3.3.71	भावे अकर्तरि, कृतः
3.3.72	भावे अकर्तरि, कृतः
3.3.73	भावे अकर्तरि, कृतः
3.3.74	भावे अकर्तरि, कृतः
3.3.75	भावे अकर्तरि, कृतः
3.3.76	भावे अकर्तरि, कृतः
3.3.77	भावे अकर्तरि, कृतः
3.3.78	भावे अकर्तरि, कृतः
3.3.79	भावे अकर्तरि, कृतः
3.3.80	भावे अकर्तरि, कृतः
3.3.81	भावे अकर्तरि, कृतः
3.3.82	भावे अकर्तरि, कृतः
3.3.83	भावे अकर्तरि, कृतः
3.3.84	भावे अकर्तरि, कृतः
3.3.85	भावे अकर्तरि, कृतः
3.3.86	भावे अकर्तरि, कृतः
3.3.87	भावे अकर्तरि, कृतः
3.3.88	भावे अकर्तरि, कृतः
3.3.89	भावे अकर्तरि, कृतः
3.3.90	भावे अकर्तरि, कृतः
3.3.91	भावे अकर्तरि, कृतः
3.3.92	भावे अकर्तरि, कृतः
3.3.93	भावे अकर्तरि, कृतः
3.3.94	स्त्र्यां भावे अकर्तरि, कृतः
3.3.95	स्त्र्यां भावे अकर्तरि, कृतः
3.3.96	स्त्र्यां भावे अकर्तरि, कृतः
3.3.97	स्त्र्यां भावे अकर्तरि, कृतः
3.3.98	स्त्र्यां भावे अकर्तरि, कृतः
3.3.99	स्त्र्यां भावे अकर्तरि, कृतः
3.3.100	स्त्र्यां भावे अकर्तरि, कृतः
3.3.101	स्त्र्यां भावे अकर्तरि, कृतः
3.3.102	स्त्र्यां भावे अकर्तरि, कृतः
3.3.103	स्त्र्यां भावे अकर्तरि, कृतः
3.3.104	स्त्र्यां भावे अकर्तरि, कृतः
3.3.105	स्त्र्यां भावे अकर्तरि, कृतः
3.3.106	स्त्र्यां भावे अकर्तरि, कृतः
3.3.107	स्त्र्यां भावे अकर्तरि, कृतः
3.3.108	स्त्र्यां भावे अकर्तरि, कृतः
3.3.109	स्त्र्यां भावे अकर्तरि, कृतः
3.3.110	स्त्र्यां भावे अकर्तरि, कृतः
3.3.111	स्त्र्यां भावे अकर्तरि, कृतः
3.3.112	स्त्र्यां भावे अकर्तरि, कृतः
3.3.113	कृतः
3.3.114	कृतः
3.3.115	कृतः
3.3.116	कृतः
3.3.117	करणाधिकरणयोः, कृतः
3.3.118	करणाधिकरणयोः, कृतः
3.3.119	करणाधिकरणयोः, कृतः
3.3.120	करणाधिकरणयोः, कृतः
3.3.121	करणाधिकरणयोः, कृतः
3.3.122	करणाधिकरणयोः, कृतः
3.3.123	करणाधिकरणयोः, कृतः
3.3.124	करणाधिकरणयोः, कृतः
3.3.125	करणाधिकरणयोः, कृतः
3.3.126	कृतः
3.3.127	कृतः
3.3.128	कृतः
3.3.129	कृतः
3.3.130	कृतः
3.3.131	कृतः
3.3.132	कृतः
3.3.133	लृट्, लकारार्थाः
3.3.134	लिङ्, लकारार्थाः
3.3.135	लिङ्, लकारार्थाः
3.3.136	लिङ्, लकारार्थाः
3.3.137	लिङ्, लकारार्थाः
3.3.138	लिङ्, लकारार्थाः
3.3.139	लृङ्, लकारार्थाः
3.3.140	लृङ्, लकारार्थाः
3.3.141	लृङ्, लकारार्थाः
3.3.142	लट्, लकारार्थाः
3.3.143	लिङ्, लकारार्थाः
3.3.144	लिङ् लृट्, लकारार्थाः
3.3.145	लिङ् लृट्, लकारार्थाः
3.3.146	लिङ् लृट्, लकारार्थाः
3.3.147	लिङ् लृट्, लकारार्थाः
3.3.148	लिङ् लृट्, लकारार्थाः
3.3.149	लिङ् लृट्, लकारार्थाः
3.3.150	लिङ् लृट्, लकारार्थाः
3.3.151	लिङ् लृट्, लकारार्थाः
3.3.152	लिङ्, लकारार्थाः
3.3.153	लिङ्, लकारार्थाः
3.3.154	लिङ्, लकारार्थाः
3.3.155	लिङ्, लकारार्थाः
3.3.156	लिङ्, लकारार्थाः
3.3.157	लिङ् लोट्, लकारार्थाः
3.3.158	तुमुन्, लकारार्थाः, कृत्
3.3.159	लिङ्, लकारार्थाः
3.3.160	लिङ्, लकारार्थाः
3.3.161	लिङ्, लकारार्थाः
3.3.162	लोट्, लकारार्थाः
3.3.163	लोट्, लकारार्थाः
3.3.164	लोट्, लकारार्थाः
3.3.165	लोट्, लकारार्थाः
3.3.166	लोट्, लकारार्थाः
3.3.167	तुमुन्, लकारार्थाः, कृत्
3.3.168	लिङ्, लकारार्थाः
3.3.169	कृत्य-तृच्-णिनि-लिङ्-लोट्, लकारार्थाः
3.3.170	कृत्य-तृच्-णिनि-लिङ्-लोट्, लकारार्थाः
3.3.171	कृत्य-तृच्-णिनि-लिङ्-लोट्, लकारार्थाः
3.3.172	कृत्य-तृच्-णिनि-लिङ्-लोट्, लकारार्थाः
3.3.173	कृत्य-तृच्-णिनि-लिङ्-लोट्, लकारार्थाः
3.3.174	क्तिच्-क्त, लकारार्थाः, कृत्
3.3.175	लुङ् लङ्, लकारार्थाः
3.3.176	लुङ् लङ्, लकारार्थाः
3.4.1	प्रत्ययार्थाः
3.4.2	प्रत्ययार्थाः
3.4.3	प्रत्ययार्थाः
3.4.4	प्रत्ययार्थाः
3.4.5	प्रत्ययार्थाः
3.4.6	प्रत्ययार्थाः
3.4.7	लेट्
3.4.8	लेट्
3.4.9	कृतः
3.4.10	कृतः
3.4.11	कृतः
3.4.12	णमुल्-कमुल्, कृतः
3.4.13	तोसुन्-कसुन्, कृतः
3.4.14	केन्-केन्य-त्वन्, कृतः
3.4.15	यश्, कृतः
3.4.16	तोसुन्, कृतः
3.4.17	कसुन्, कृतः
3.4.18	क्त्वा, क्त्वा, कृतः
3.4.19	क्त्वा, क्त्वा, कृतः
3.4.20	क्त्वा, क्त्वा, कृतः
3.4.21	क्त्वा, क्त्वा, कृतः
3.4.22	णमुल्, क्त्वा, कृतः
3.4.23	क्त्वा-णमुल्, क्त्वा, कृतः
3.4.24	क्त्वा-णमुल्, क्त्वा, कृतः
3.4.25	खमुञ्, कृतः
3.4.26	णमुल्, कृतः
3.4.27	णमुल्, कृतः
3.4.28	णमुल्, कृतः
3.4.29	णमुल्, कृतः
3.4.30	णमुल्, कृतः
3.4.31	णमुल्, कृतः
3.4.32	णमुल्, कृतः
3.4.33	णमुल्, कृतः
3.4.34	णमुल्, कृतः
3.4.35	णमुल्, कृतः
3.4.36	णमुल्, कृतः
3.4.37	णमुल्, कृतः
3.4.38	णमुल्, कृतः
3.4.39	णमुल्, कृतः
3.4.40	णमुल्, कृतः
3.4.41	णमुल्, कृतः
3.4.42	णमुल्, कृतः
3.4.43	णमुल्, कृतः
3.4.44	णमुल्, कृतः
3.4.45	णमुल्, कृतः
3.4.46	णमुल्, कृतः
3.4.47	णमुल्, कृतः
3.4.48	णमुल्, कृतः
3.4.49	णमुल्, कृतः
3.4.50	णमुल्, कृतः
3.4.51	णमुल्, कृतः
3.4.52	णमुल्, कृतः
3.4.53	णमुल्, कृतः
3.4.54	णमुल्, कृतः
3.4.55	णमुल्, कृतः
3.4.56	णमुल्, कृतः
3.4.57	णमुल्, कृतः
3.4.58	णमुल्, कृतः
3.4.59	क्त्वा-णमुल्, कृतः
3.4.60	क्त्वा-णमुल्, कृतः
3.4.61	क्त्वा-णमुल्, कृतः
3.4.62	क्त्वा-णमुल्, कृतः
3.4.63	क्त्वा-णमुल्, कृतः
3.4.64	क्त्वा-णमुल्, कृतः
3.4.65	तुमुन्, कृतः
3.4.66	तुमुन्, कृतः
3.4.67	लकार-कृत्-अर्थाः, कृतः
3.4.68	लकार-कृत्-अर्थाः, कृतः
3.4.69	लकार-कृत्-अर्थाः, कृतः
3.4.70	लकार-कृत्-अर्थाः, कृतः
3.4.71	लकार-कृत्-अर्थाः, कृतः
3.4.72	लकार-कृत्-अर्थाः, कर्तरि क्तः, कृतः
3.4.73	लकार-कृत्-अर्थाः, कृतः
3.4.74	लकार-कृत्-अर्थाः, कृतः
3.4.75	लकार-कृत्-अर्थाः, कृतः
3.4.76	लकार-कृत्-अर्थाः, कृतः
3.4.77	तिङन्तप्रक्रिया
3.4.78	तिङन्तप्रक्रिया
3.4.79	तिङन्तप्रक्रिया
3.4.80	तिङन्तप्रक्रिया
3.4.81	तिङन्तप्रक्रिया
3.4.82	तिङन्तप्रक्रिया
3.4.83	तिङन्तप्रक्रिया
3.4.84	तिङन्तप्रक्रिया
3.4.85	तिङन्तप्रक्रिया
3.4.86	तिङन्तप्रक्रिया
3.4.87	तिङन्तप्रक्रिया
3.4.88	तिङन्तप्रक्रिया
3.4.89	तिङन्तप्रक्रिया
3.4.90	तिङन्तप्रक्रिया
3.4.91	तिङन्तप्रक्रिया
3.4.92	तिङन्तप्रक्रिया
3.4.93	तिङन्तप्रक्रिया
3.4.94	तिङन्तप्रक्रिया
3.4.95	तिङन्तप्रक्रिया
3.4.96	तिङन्तप्रक्रिया
3.4.97	तिङन्तप्रक्रिया
3.4.98	तिङन्तप्रक्रिया
3.4.99	तिङन्तप्रक्रिया
3.4.100	तिङन्तप्रक्रिया
3.4.101	तिङन्तप्रक्रिया
3.4.102	तिङन्तप्रक्रिया
3.4.103	तिङन्तप्रक्रिया
3.4.104	तिङन्तप्रक्रिया
3.4.105	तिङन्तप्रक्रिया
3.4.106	तिङन्तप्रक्रिया
3.4.107	तिङन्तप्रक्रिया
3.4.108	तिङन्तप्रक्रिया
3.4.109	तिङन्तप्रक्रिया
3.4.110	तिङन्तप्रक्रिया
3.4.111	तिङन्तप्रक्रिया
3.4.112	तिङन्तप्रक्रिया
3.4.113	सार्वधातुकम्‌
3.4.114	आर्धधातुकम्‌
3.4.115	आर्धधातुकम्‌
3.4.116	आर्धधातुकम्‌
3.4.117	आर्धधातुकम्‌
4.1.1	
4.1.2	स्वादि-प्रत्ययाः
4.1.3	स्त्रियाम्
4.1.4	टाप्, स्त्रियाम्
4.1.5	ङीप्, स्त्रियाम्
4.1.6	ङीप्, स्त्रियाम्
4.1.7	ङीप्, स्त्रियाम्
4.1.8	ङीप्, स्त्रियाम्
4.1.9	ङीप्, स्त्रियाम्
4.1.10	ङीप्, स्त्रियाम्
4.1.11	ङीप्, स्त्रियाम्
4.1.12	ङीप्, स्त्रियाम्
4.1.13	डाप्, स्त्रियाम्
4.1.14	स्त्रियाम्
4.1.15	ङीप्, स्त्रियाम्
4.1.16	ङीप्, स्त्रियाम्
4.1.17	ष्फ, स्त्रियाम्
4.1.18	ष्फ, स्त्रियाम्
4.1.19	ष्फ, स्त्रियाम्
4.1.20	ङीप्, स्त्रियाम्
4.1.21	ङीप्, स्त्रियाम्
4.1.22	ङीप्, स्त्रियाम्
4.1.23	ङीप्, स्त्रियाम्
4.1.24	ङीप्, स्त्रियाम्
4.1.25	ङीप्, स्त्रियाम्
4.1.26	ङीप्, स्त्रियाम्
4.1.27	ङीप्, स्त्रियाम्
4.1.28	ङीप्, स्त्रियाम्
4.1.29	ङीप्, स्त्रियाम्
4.1.30	ङीप्, स्त्रियाम्
4.1.31	ङीप्, स्त्रियाम्
4.1.32	ङीप्, स्त्रियाम्
4.1.33	ङीप्, स्त्रियाम्
4.1.34	ङीप्, स्त्रियाम्
4.1.35	ङीप्, स्त्रियाम्
4.1.36	ङीप्, स्त्रियाम्
4.1.37	ङीप्, स्त्रियाम्
4.1.38	ङीप्, स्त्रियाम्
4.1.39	ङीप्, स्त्रियाम्
4.1.40	ङीष्, स्त्रियाम्
4.1.41	ङीष्, स्त्रियाम्
4.1.42	ङीष्, स्त्रियाम्
4.1.43	ङीष्, स्त्रियाम्
4.1.44	ङीष्, स्त्रियाम्
4.1.45	ङीष्, स्त्रियाम्
4.1.46	ङीष्, स्त्रियाम्
4.1.47	ङीष्, स्त्रियाम्
4.1.48	ङीष्, स्त्रियाम्
4.1.49	ङीष्, स्त्रियाम्
4.1.50	ङीष्, स्त्रियाम्
4.1.51	ङीष्, स्त्रियाम्
4.1.52	ङीष्, स्त्रियाम्
4.1.53	ङीष्, स्त्रियाम्
4.1.54	ङीष्, स्त्रियाम्
4.1.55	ङीष्, स्त्रियाम्
4.1.56	ङीष्, स्त्रियाम्
4.1.57	ङीष्, स्त्रियाम्
4.1.58	ङीष्, स्त्रियाम्
4.1.59	ङीष्, स्त्रियाम्
4.1.60	ङीष्, स्त्रियाम्
4.1.61	ङीष्, स्त्रियाम्
4.1.62	ङीष्, स्त्रियाम्
4.1.63	ङीष्, स्त्रियाम्
4.1.64	ङीष्, स्त्रियाम्
4.1.65	ङीष्, स्त्रियाम्
4.1.66	ऊङ्, स्त्रियाम्
4.1.67	ऊङ्, स्त्रियाम्
4.1.68	ऊङ्, स्त्रियाम्
4.1.69	ऊङ्, स्त्रियाम्
4.1.70	ऊङ्, स्त्रियाम्
4.1.71	ऊङ्, स्त्रियाम्
4.1.72	ऊङ्, स्त्रियाम्
4.1.73	ङीन्, स्त्रियाम्
4.1.74	चाप्, स्त्रियाम्
4.1.75	चाप्, स्त्रियाम्
4.1.76	तद्धितः, तद्धितः स्त्र्याम्
4.1.77	ति, तद्धितः स्त्र्याम्
